Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
01854,P1176,Product 1854,8,2011-09-04,448.98,10189,France
01855,P1176,Product 1855,14,2010-02-22,79.45,10121,France
01856,P1010,Product 1856,8,2011-04-13,196.93,10045,France
01857,P1189,Product 1857,3,2011-10-02,234.73,10063,United Kingdom
01858,P1117,Product 1858,8,2011-02-17,152.34,10129,Spain
01859,P1163,Product 1859,13,2010-01-14,364.06,10309,Germany
01860,P1038,Product 1860,11,2011-05-11,456.66,10362,United Kingdom
01861,P1052,Product 1861,13,2011-06-01,209.18,10192,United Kingdom
01862,P1055,Product 1862,8,2011-01-03,471.06,10306,France
01863,P1103,Product 1863,3,2011-06-23,260.8,10180,Germany
01864,P1128,Product 1864,10,2011-09-29,263.65,10291,United Kingdom
01865,P1055,Product 1865,13,2011-03-28,302.11,10370,France
01866,P1117,Product 1866,10,2011-06-25,137.82,10281,United Kingdom
01867,P1131,Product 1867,2,2011-05-30,194.76,10028,France
01868,P1029,Product 1868,10,2011-04-26,278.85,10148,Germany
01869,P1011,Product 1869,2,2011-02-18,471.28,10266,Germany
01870,P1034,Product 1870,9,2010-08-16,323.13,10295,France
01871,P1076,Product 1871,7,2010-05-17,169.89,10010,Spain
01872,P1179,Product 1872,6,2010-08-28,10.18,10163,United Kingdom
01873,P1158,Product 1873,7,2011-11-03,490.92,10112,Spain
01874,P1101,Product 1874,8,2011-04-17,249.03,10186,United Kingdom
01875,P1086,Product 1875,12,2011-06-02,469.56,10294,Germany
01876,P1195,Product 1876,1,2011-04-06,276.93,10231,United Kingdom
01877,P1051,Product 1877,8,2010-11-01,304.71,10226,France
01878,P1079,Product 1878,3,2011-10-17,357.4,10309,France
01879,P1134,Product 1879,3,2010-06-30,163.88,10097,France
01880,P1021,Product 1880,6,2010-01-30,351.0,10054,Spain
01881,P1074,Product 1881,4,2010-02-09,265.76,10110,Germany
01882,P1183,Product 1882,4,2010-07-06,337.88,10151,Germany
01883,P1057,Product 1883,4,2010-11-15,418.74,10245,Germany
01884,P1092,Product 1884,10,2010-08-15,96.19,10405,France
01885,P1191,Product 1885,9,2010-11-20,308.71,10068,Germany
01886,P1102,Product 1886,8,2010-02-12,30.8,10311,Spain
01887,P1139,Product 1887,3,2011-10-18,55.55,10288,Spain
01888,P1006,Product 1888,1,2010-10-05,338.92,10249,Spain
01889,P1127,Product 1889,1,2010-11-15,40.11,10035,France
01890,P1054,Product 1890,1,2010-06-23,299.7,10238,United Kingdom
01891,P1105,Product 1891,4,2011-11-16,113.91,10147,Germany
01892,P1061,Product 1892,14,2010-02-10,155.52,10466,Spain
01893,P1089,Product 1893,6,2011-02-13,69.17,10226,United Kingdom
01894,P1097,Product 1894,4,2011-07-16,128.09,10243,United Kingdom
01895,P1076,Product 1895,11,2010-11-19,411.54,10490,Spain
01896,P1182,Product 1896,11,2010-06-29,321.24,10336,Spain
01897,P1118,Product 1897,3,2010-06-08,475.13,10445,Germany
01898,P1035,Product 1898,8,2010-02-06,29.13,10364,Germany
01899,P1088,Product 1899,14,2011-02-10,397.24,10490,United Kingdom
01900,P1151,Product 1900,8,2011-06-23,351.04,10481,United Kingdom
01901,P1171,Product 1901,6,2011-01-11,134.14,10200,United Kingdom
01902,P1144,Product 1902,9,2010-09-13,365.94,10153,France
01903,P1129,Product 1903,12,2010-10-05,359.69,10449,United Kingdom
01904,P1140,Product 1904,10,2010-09-06,232.38,10072,France
01905,P1158,Product 1905,1,2011-11-24,345.88,10200,Germany
01906,P1092,Product 1906,13,2010-01-17,225.07,10295,United Kingdom
01907,P1113,Product 1907,8,2011-01-03,171.1,10016,Germany
01908,P1027,Product 1908,6,2010-05-05,235.91,10128,United Kingdom
01909,P1187,Product 1909,1,2010-11-08,448.09,10216,Germany
01910,P1154,Product 1910,4,2010-07-31,195.37,10060,United Kingdom
01911,P1142,Product 1911,5,2011-04-17,204.83,10426,France
01912,P1032,Product 1912,7,2011-02-19,306.16,10103,Spain
01913,P1019,Product 1913,8,2011-05-15,377.73,10041,Germany
01914,P1169,Product 1914,9,2011-12-13,368.64,10024,Germany
01915,P1139,Product 1915,12,2010-06-30,14.8,10038,Spain
01916,P1100,Product 1916,12,2011-01-24,345.27,10290,United Kingdom
01917,P1022,Product 1917,6,2011-10-04,228.02,10130,France
01918,P1199,Product 1918,10,2011-09-25,264.42,10497,France
01919,P1111,Product 1919,9,2010-07-06,283.02,10228,France
01920,P1013,Product 1920,4,2011-11-05,367.2,10107,United Kingdom
01921,P1090,Product 1921,8,2011-09-16,416.51,10171,Germany
01922,P1152,Product 1922,3,2011-04-13,324.9,10434,United Kingdom
01923,P1076,Product 1923,4,2011-04-02,284.13,10477,France
01924,P1084,Product 1924,10,2010-05-14,190.02,10101,Spain
01925,P1108,Product 1925,4,2011-11-29,73.25,10353,France
01926,P1030,Product 1926,6,2010-06-24,479.5,10011,Germany
01927,P1121,Product 1927,9,2010-09-18,233.61,10274,United Kingdom
01928,P1106,Product 1928,6,2010-11-13,285.28,10100,United Kingdom
01929,P1053,Product 1929,1,2010-09-26,376.78,10043,France
01930,P1132,Product 1930,5,2011-04-15,38.86,10442,Germany
01931,P1140,Product 1931,9,2010-08-12,428.23,10304,Germany
01932,P1155,Product 1932,5,2010-09-09,399.53,10444,Spain
01933,P1042,Product 1933,6,2010-03-05,388.34,10016,France
01934,P1088,Product 1934,3,2011-04-09,15.88,10329,Spain
01935,P1114,Product 1935,8,2010-05-04,265.63,10056,United Kingdom
01936,P1098,Product 1936,10,2011-08-05,31.86,10310,United Kingdom
01937,P1046,Product 1937,11,2010-08-26,277.68,10496,Germany
01938,P1070,Product 1938,13,2010-03-16,360.63,10302,Spain
01939,P1165,Product 1939,4,2011-03-18,65.32,10011,Germany
01940,P1066,Product 1940,4,2011-05-15,348.97,10317,France
01941,P1061,Product 1941,11,2011-06-06,227.52,10079,Germany
01942,P1108,Product 1942,12,2010-09-25,406.72,10215,United Kingdom
01943,P1166,Product 1943,5,2011-05-02,269.13,10338,United Kingdom
01944,P1036,Product 1944,14,2011-08-23,171.38,10263,Germany
01945,P1118,Product 1945,10,2010-02-19,169.34,10478,France
01946,P1085,Product 1946,9,2011-10-17,449.26,10148,Spain
01947,P1125,Product 1947,13,2010-02-28,229.17,10080,United Kingdom
01948,P1135,Product 1948,8,2011-03-30,205.85,10214,United Kingdom
01949,P1051,Product 1949,7,2011-12-24,24.74,10484,France
01950,P1090,Product 1950,5,2010-03-13,185.34,10373,Germany
01951,P1032,Product 1951,9,2010-07-09,425.57,10463,United Kingdom
01952,P1080,Product 1952,9,2011-07-16,381.69,10197,United Kingdom
01953,P1041,Product 1953,10,2011-12-18,114.35,10199,France
01954,P1111,Product 1954,10,2011-07-20,209.46,10024,Germany
01955,P1125,Product 1955,2,2010-06-05,102.31,10465,France
01956,P1154,Product 1956,4,2011-07-17,477.34,10088,France
01957,P1135,Product 1957,8,2011-11-04,301.07,10267,Germany
01958,P1150,Product 1958,13,2011-10-03,378.41,10142,United Kingdom
01959,P1105,Product 1959,14,2010-03-26,358.34,10058,Spain
01960,P1124,Product 1960,1,2010-03-10,437.48,10409,Spain
01961,P1112,Product 1961,13,2011-01-20,474.92,10488,Spain
01962,P1063,Product 1962,5,2011-01-08,21.06,10364,France
01963,P1122,Product 1963,8,2010-02-24,487.77,10025,United Kingdom
01964,P1113,Product 1964,2,2010-03-26,435.92,10046,United Kingdom
01965,P1019,Product 1965,2,2011-08-15,194.56,10287,United Kingdom
01966,P1015,Product 1966,13,2011-09-14,419.35,10265,United Kingdom
01967,P1144,Product 1967,8,2010-11-13,369.6,10015,France
01968,P1018,Product 1968,10,2010-06-13,397.59,10198,Spain
01969,P1119,Product 1969,12,2011-09-07,114.24,10400,Spain
01970,P1135,Product 1970,9,2011-09-17,326.04,10406,Germany
01971,P1165,Product 1971,7,2010-09-09,17.83,10281,United Kingdom
01972,P1037,Product 1972,8,2010-06-01,424.87,10468,Spain
01973,P1180,Product 1973,5,2010-12-02,475.77,10085,Spain
01974,P1092,Product 1974,1,2011-01-03,332.75,10249,United Kingdom
01975,P1104,Product 1975,4,2011-08-23,258.77,10390,United Kingdom
01976,P1099,Product 1976,2,2010-04-10,364.24,10269,Spain
01977,P1089,Product 1977,3,2010-04-30,166.55,10334,Germany
01978,P1158,Product 1978,12,2011-01-20,315.06,10116,United Kingdom
01979,P1043,Product 1979,3,2010-10-30,360.89,10006,Spain
01980,P1187,Product 1980,9,2011-12-17,75.63,10136,Germany
01981,P1075,Product 1981,13,2010-05-29,74.33,10370,France
01982,P1144,Product 1982,10,2010-07-20,359.49,10175,Germany
01983,P1078,Product 1983,4,2010-01-03,218.73,10327,United Kingdom
01984,P1072,Product 1984,2,2011-02-04,445.15,10497,France
01985,P1166,Product 1985,3,2010-03-09,159.41,10314,Germany
01986,P1169,Product 1986,3,2010-06-03,26.0,10214,Spain
01987,P1175,Product 1987,14,2011-05-09,326.69,10476,United Kingdom
01988,P1139,Product 1988,7,2010-07-01,343.7,10081,France
01989,P1095,Product 1989,8,2011-06-09,279.03,10222,Spain
01990,P1088,Product 1990,13,2010-07-08,343.25,10477,France
01991,P1102,Product 1991,11,2010-01-20,264.26,10371,Germany
01992,P1145,Product 1992,13,2010-10-10,347.85,10422,Spain
01993,P1005,Product 1993,6,2010-01-10,26.75,10482,United Kingdom
01994,P1121,Product 1994,4,2011-12-01,187.36,10401,Spain
01995,P1170,Product 1995,6,2011-06-15,109.35,10442,Germany
01996,P1115,Product 1996,13,2011-10-17,54.17,10489,France
01997,P1162,Product 1997,11,2011-09-07,120.88,10102,Spain
01998,P1181,Product 1998,1,2010-10-30,99.7,10272,France
01999,P1061,Product 1999,13,2010-08-29,486.7,10013,United Kingdom
02000,P1196,Product 2000,10,2010-06-01,146.84,10158,Spain
02001,P1143,Product 2001,8,2010-12-03,119.32,10151,France
02002,P1135,Product 2002,1,2010-07-07,418.26,10482,United Kingdom
02003,P1088,Product 2003,5,2011-04-09,212.46,10107,Germany
02004,P1095,Product 2004,2,2011-12-23,213.63,10187,Spain
02005,P1125,Product 2005,6,2010-06-26,224.58,10300,Spain
02006,P1089,Product 2006,9,2011-12-07,211.18,10097,Spain
02007,P1085,Product 2007,5,2010-06-26,166.65,10130,France
02008,P1158,Product 2008,4,2011-02-19,146.74,10292,France
02009,P1137,Product 2009,14,2011-08-01,441.57,10170,United Kingdom
02010,P1183,Product 2010,2,2010-11-06,85.05,10423,Spain
02011,P1120,Product 2011,12,2010-01-02,94.63,10473,United Kingdom
02012,P1075,Product 2012,3,2010-11-13,288.0,10182,Spain
02013,P1091,Product 2013,6,2011-05-24,175.11,10470,Germany
02014,P1069,Product 2014,8,2011-07-26,213.66,10363,Spain
02015,P1147,Product 2015,14,2011-01-03,404.24,10038,United Kingdom
02016,P1132,Product 2016,8,2011-07-09,452.3,10014,France
02017,P1022,Product 2017,5,2011-08-28,396.32,10375,Germany
02018,P1136,Product 2018,5,2010-08-14,121.29,10496,Germany
02019,P1057,Product 2019,10,2011-04-25,490.09,10003,Spain
02020,P1186,Product 2020,14,2010-03-04,184.77,10348,Germany
02021,P1181,Product 2021,13,2010-10-07,88.69,10469,United Kingdom
02022,P1045,Product 2022,3,2010-01-14,252.25,10408,United Kingdom
02023,P1021,Product 2023,7,2010-01-28,364.02,10396,Spain
02024,P1191,Product 2024,13,2010-05-22,46.22,10209,France
02025,P1007,Product 2025,6,2011-09-12,318.97,10160,Germany
02026,P1122,Product 2026,1,2011-08-13,429.75,10015,Germany
02027,P1019,Product 2027,4,2011-04-18,134.58,10492,Spain
02028,P1178,Product 2028,6,2011-06-08,348.1,10425,Germany
02029,P1077,Product 2029,11,2010-07-03,202.95,10107,France
02030,P1038,Product 2030,6,2010-11-13,210.0,10381,Spain
02031,P1036,Product 2031,11,2010-12-27,144.0,10449,United Kingdom
02032,P1177,Product 2032,14,2011-03-21,314.07,10310,Germany
02033,P1161,Product 2033,12,2010-10-23,183.69,10226,Spain
02034,P1074,Product 2034,12,2011-02-08,416.3,10169,United Kingdom
02035,P1117,Product 2035,3,2010-09-20,481.64,10033,United Kingdom
02036,P1103,Product 2036,6,2011-01-12,467.87,10413,United Kingdom
02037,P1160,Product 2037,12,2011-08-08,85.75,10250,Spain
02038,P1030,Product 2038,10,2010-03-09,12.02,10246,Spain
02039,P1122,Product 2039,6,2011-04-16,222.04,10268,United Kingdom
02040,P1053,Product 2040,12,2010-02-16,365.8,10140,United Kingdom
02041,P1171,Product 2041,9,2010-02-27,488.84,10273,Spain
02042,P1033,Product 2042,9,2010-01-24,392.79,10415,Spain
02043,P1198,Product 2043,2,2010-10-17,292.37,10095,France
02044,P1121,Product 2044,4,2011-03-20,18.04,10226,United Kingdom
02045,P1112,Product 2045,9,2011-02-07,413.64,10378,Germany
02046,P1061,Product 2046,14,2010-01-24,92.69,10038,Germany
02047,P1022,Product 2047,13,2010-03-05,32.53,10301,Spain
02048,P1045,Product 2048,4,2011-10-22,425.93,10499,Germany
02049,P1055,Product 2049,8,2011-09-20,285.29,10028,Spain
02050,P1134,Product 2050,10,2011-09-02,68.63,10445,France
02051,P1117,Product 2051,12,2010-08-27,196.34,10496,Spain
02052,P1188,Product 2052,3,2010-10-10,47.34,10476,United Kingdom
02053,P1130,Product 2053,3,2011-03-18,320.82,10317,Spain
02054,P1165,Product 2054,9,2010-10-27,144.8,10244,Germany
02055,P1161,Product 2055,11,2010-04-03,433.72,10235,Germany
02056,P1112,Product 2056,10,2011-07-31,182.11,10184,Germany
02057,P1043,Product 2057,8,2011-01-10,249.84,10271,United Kingdom
02058,P1127,Product 2058,1,2011-11-17,36.44,10439,Spain
02059,P1107,Product 2059,10,2010-11-06,141.42,10235,Spain
02060,P1157,Product 2060,14,2010-06-16,340.0,10238,Germany
02061,P1016,Product 2061,2,2010-01-07,369.45,10376,United Kingdom
02062,P1058,Product 2062,3,2010-02-12,125.2,10265,Germany
02063,P1137,Product 2063,14,2010-12-06,254.39,10413,Germany
02064,P1098,Product 2064,11,2010-06-02,409.68,10408,United Kingdom
02065,P1083,Product 2065,2,2010-02-12,193.06,10358,Germany
02066,P1145,Product 2066,3,2011-12-26,71.22,10339,France
02067,P1044,Product 2067,8,2010-07-20,218.78,10388,United Kingdom
02068,P1107,Product 2068,11,2011-10-29,302.31,10064,Germany
02069,P1186,Product 2069,11,2011-10-27,8.66,10477,Spain
02070,P1061,Product 2070,12,2011-07-02,177.54,10176,France
02071,P1058,Product 2071,14,2010-08-14,305.68,10002,Spain
02072,P1176,Product 2072,6,2011-09-25,476.2,10428,Spain
02073,P1190,Product 2073,14,2011-06-05,207.23,10141,France
02074,P1159,Product 2074,7,2010-12-05,85.67,10375,United Kingdom
02075,P1137,Product 2075,10,2010-12-01,269.44,10157,Germany
02076,P1010,Product 2076,13,2010-06-30,146.45,10497,Spain
02077,P1101,Product 2077,10,2011-06-17,111.32,10323,Spain
02078,P1069,Product 2078,6,2010-09-29,297.25,10145,Spain
02079,P1122,Product 2079,1,2010-07-13,458.36,10445,United Kingdom
02080,P1189,Product 2080,11,2011-06-22,418.44,10292,Spain
02081,P1174,Product 2081,3,2011-04-26,95.23,10152,Spain
02082,P1033,Product 2082,13,2010-04-08,384.11,10431,Spain
02083,P1100,Product 2083,1,2011-03-06,118.78,10192,France
02084,P1144,Product 2084,12,2011-05-27,148.9,10436,France
02085,P1103,Product 2085,10,2010-11-23,460.43,10493,Spain
02086,P1181,Product 2086,12,2011-08-01,455.97,10462,United Kingdom
02087,P1039,Product 2087,9,2011-02-20,88.47,10072,United Kingdom
02088,P1018,Product 2088,13,2010-04-21,36.77,10398,Germany
02089,P1066,Product 2089,9,2010-07-31,150.09,10304,France
02090,P1081,Product 2090,5,2011-11-14,292.98,10376,United Kingdom
02091,P1180,Product 2091,4,2011-07-25,439.06,10343,Spain
02092,P1063,Product 2092,12,2010-01-30,63.82,10451,France
02093,P1082,Product 2093,9,2010-09-24,210.4,10139,United Kingdom
02094,P1046,Product 2094,9,2011-10-28,139.52,10186,Germany
02095,P1005,Product 2095,3,2010-12-16,12.39,10292,Spain
02096,P1015,Product 2096,5,2011-05-29,395.28,10060,France
02097,P1199,Product 2097,3,2011-11-12,407.58,10484,Germany
02098,P1145,Product 2098,10,2010-08-02,114.51,10426,Germany
02099,P1179,Product 2099,2,2010-09-08,79.86,10379,France
02100,P1175,Product 2100,1,2011-06-27,76.56,10197,United Kingdom
02101,P1170,Product 2101,12,2010-11-15,234.65,10294,Spain
02102,P1038,Product 2102,10,2010-07-02,127.02,10439,Germany
02103,P1176,Product 2103,2,2010-07-08,258.12,10318,Germany
02104,P1112,Product 2104,8,2011-12-26,195.5,10301,France
02105,P1139,Product 2105,11,2010-05-07,109.39,10343,France
02106,P1137,Product 2106,8,2010-10-23,376.84,10010,France
02107,P1070,Product 2107,3,2010-01-23,79.43,10061,Germany
02108,P1109,Product 2108,7,2011-06-14,400.46,10332,United Kingdom
02109,P1054,Product 2109,7,2010-03-20,282.92,10225,United Kingdom
02110,P1128,Product 2110,2,2011-06-30,416.86,10152,Spain
02111,P1048,Product 2111,9,2011-04-15,7.36,10198,France
02112,P1163,Product 2112,3,2011-09-11,375.85,10051,Spain
02113,P1020,Product 2113,2,2010-11-01,30.5,10259,Germany
02114,P1036,Product 2114,12,2011-03-24,475.3,10058,Germany
02115,P1115,Product 2115,3,2010-07-18,352.86,10071,Germany
02116,P1023,Product 2116,2,2010-07-10,163.49,10147,Spain
02117,P1054,Product 2117,8,2010-08-20,163.33,10348,France
02118,P1024,Product 2118,5,2011-07-28,431.44,10062,Spain
02119,P1134,Product 2119,3,2011-07-08,451.91,10309,Spain
02120,P1126,Product 2120,5,2010-01-24,446.33,10372,Germany
02121,P1092,Product 2121,11,2011-11-06,405.33,10242,Germany
02122,P1093,Product 2122,11,2011-04-06,410.42,10492,United Kingdom
02123,P1070,Product 2123,8,2010-07-02,288.52,10365,France
02124,P1198,Product 2124,7,2011-03-09,18.97,10329,France
02125,P1121,Product 2125,6,2011-08-30,47.95,10106,France
02126,P1023,Product 2126,14,2010-03-24,326.53,10225,Spain
02127,P1010,Product 2127,13,2010-04-03,203.58,10312,Germany
02128,P1072,Product 2128,1,2010-10-05,285.82,10217,Germany
02129,P1011,Product 2129,10,2011-09-09,119.38,10424,United Kingdom
02130,P1034,Product 2130,1,2010-03-26,326.46,10240,Spain
02131,P1190,Product 2131,1,2011-07-27,125.2,10258,France
02132,P1195,Product 2132,14,2010-07-27,233.1,10375,Spain
02133,P1184,Product 2133,10,2011-11-01,241.97,10261,Germany
02134,P1140,Product 2134,14,2011-08-04,92.95,10004,United Kingdom
02135,P1022,Product 2135,8,2011-03-20,438.72,10260,Spain
02136,P1082,Product 2136,8,2011-01-05,265.28,10053,Germany
02137,P1166,Product 2137,14,2011-10-13,434.06,10046,Spain
02138,P1087,Product 2138,7,2011-04-21,134.96,10214,Germany
02139,P1079,Product 2139,6,2011-05-19,90.31,10176,Spain
02140,P1096,Product 2140,4,2010-08-19,13.92,10008,France
02141,P1139,Product 2141,1,2010-12-26,51.46,10098,Spain
02142,P1033,Product 2142,9,2011-07-17,78.0,10019,Spain
02143,P1198,Product 2143,1,2010-01-19,44.03,10377,France
02144,P1074,Product 2144,4,2011-11-21,448.96,10240,Spain
02145,P1158,Product 2145,3,2010-07-28,456.16,10060,Germany
02146,P1127,Product 2146,7,2010-05-11,468.99,10378,Germany
02147,P1189,Product 2147,5,2011-01-19,480.13,10489,Germany
02148,P1140,Product 2148,5,2010-04-02,248.46,10418,Germany
02149,P1030,Product 2149,4,2011-06-27,267.36,10177,Germany
02150,P1129,Product 2150,1,2010-12-28,69.76,10337,France
02151,P1102,Product 2151,5,2010-05-04,72.84,10061,France
02152,P1014,Product 2152,4,2011-10-10,387.51,10144,Spain
02153,P1056,Product 2153,14,2010-09-30,428.59,10215,Germany
02154,P1074,Product 2154,10,2010-12-21,393.43,10002,Spain
02155,P1033,Product 2155,13,2010-04-10,418.12,10159,Germany
02156,P1102,Product 2156,8,2011-09-08,141.9,10226,Spain
02157,P1195,Product 2157,2,2010-10-28,235.7,10485,France
02158,P1074,Product 2158,8,2011-09-01,232.3,10268,Germany
02159,P1028,Product 2159,1,2010-07-22,497.67,10119,France
02160,P1193,Product 2160,13,2010-01-21,474.84,10380,Spain
02161,P1015,Product 2161,4,2010-07-17,301.25,10494,France
02162,P1166,Product 2162,3,2010-04-22,73.3,10088,France
02163,P1076,Product 2163,5,2010-05-29,133.01,10328,France
02164,P1036,Product 2164,13,2011-01-16,185.06,10067,United Kingdom
02165,P1080,Product 2165,5,2010-07-02,437.24,10397,Spain
02166,P1148,Product 2166,5,2010-12-03,89.46,10356,Spain
02167,P1171,Product 2167,12,2010-12-04,113.77,10097,Germany
02168,P1123,Product 2168,4,2010-10-27,177.95,10266,Germany
02169,P1018,Product 2169,8,2011-08-24,463.82,10104,Germany
02170,P1198,Product 2170,3,2010-08-10,254.39,10439,France
02171,P1101,Product 2171,12,2011-02-13,325.18,10322,Spain
02172,P1135,Product 2172,4,2011-11-20,196.68,10122,France
02173,P1076,Product 2173,1,2010-04-28,98.32,10475,Spain
02174,P1193,Product 2174,7,2010-06-23,115.29,10028,France
02175,P1040,Product 2175,1,2010-08-07,402.32,10136,Germany
02176,P1197,Product 2176,2,2011-01-11,447.27,10194,France
02177,P1060,Product 2177,11,2011-12-31,249.07,10408,United Kingdom
02178,P1025,Product 2178,7,2010-11-15,181.71,10225,Germany
02179,P1070,Product 2179,1,2011-08-12,404.88,10331,United Kingdom
02180,P1102,Product 2180,11,2010-03-29,338.18,10169,United Kingdom
02181,P1069,Product 2181,3,2010-03-19,25.23,10008,Germany
02182,P1106,Product 2182,13,2011-03-17,178.62,10462,United Kingdom
02183,P1156,Product 2183,6,2010-07-20,342.68,10039,United Kingdom
02184,P1106,Product 2184,6,2011-07-30,288.97,10024,Spain
02185,P1102,Product 2185,6,2011-02-19,489.14,10260,France
02186,P1193,Product 2186,11,2010-01-04,433.73,10394,United Kingdom
02187,P1018,Product 2187,13,2010-03-24,34.57,10442,France
02188,P1067,Product 2188,2,2011-12-06,364.26,10225,United Kingdom
02189,P1185,Product 2189,2,2011-05-08,171.48,10471,Germany
02190,P1069,Product 2190,6,2010-01-06,342.63,10123,Germany
02191,P1112,Product 2191,10,2011-12-06,310.53,10462,Spain
02192,P1056,Product 2192,5,2011-12-30,254.01,10037,Germany
02193,P1164,Product 2193,14,2010-12-13,427.21,10327,Spain
02194,P1060,Product 2194,7,2011-06-18,355.8,10250,Germany
02195,P1091,Product 2195,7,2011-10-19,445.33,10388,France
02196,P1029,Product 2196,5,2011-03-27,144.39,10175,United Kingdom
02197,P1198,Product 2197,8,2010-05-25,177.32,10089,United Kingdom
02198,P1152,Product 2198,10,2010-01-02,312.87,10401,Spain
02199,P1126,Product 2199,6,2010-10-15,483.4,10453,Germany
02200,P1192,Product 2200,5,2010-08-13,188.93,10036,France
02201,P1114,Product 2201,4,2011-03-13,20.99,10315,France
02202,P1005,Product 2202,7,2010-08-02,225.71,10175,Germany
02203,P1017,Product 2203,4,2010-06-15,274.25,10460,United Kingdom
02204,P1009,Product 2204,5,2011-01-08,401.49,10283,Germany
02205,P1091,Product 2205,5,2011-10-15,365.66,10452,United Kingdom
02206,P1138,Product 2206,1,2011-05-22,482.51,10460,Germany
02207,P1192,Product 2207,1,2011-07-30,392.43,10080,United Kingdom
02208,P1076,Product 2208,3,2010-11-29,152.82,10113,Spain
02209,P1100,Product 2209,14,2010-07-31,322.48,10039,France
02210,P1083,Product 2210,11,2010-10-16,337.76,10300,Germany
02211,P1192,Product 2211,3,2011-09-02,499.02,10223,United Kingdom
02212,P1051,Product 2212,2,2010-06-15,73.68,10317,United Kingdom
02213,P1194,Product 2213,12,2010-05-06,99.71,10348,United Kingdom
02214,P1030,Product 2214,2,2010-06-06,81.98,10114,Spain
02215,P1144,Product 2215,6,2011-07-27,296.58,10185,United Kingdom
02216,P1182,Product 2216,13,2010-02-01,71.97,10322,France
02217,P1109,Product 2217,1,2010-10-01,329.72,10055,Spain
02218,P1092,Product 2218,6,2010-10-28,402.87,10039,United Kingdom
02219,P1163,Product 2219,5,2010-01-21,219.23,10353,France
02220,P1153,Product 2220,6,2011-06-08,282.54,10039,United Kingdom
02221,P1052,Product 2221,5,2011-09-07,456.8,10346,France
02222,P1144,Product 2222,7,2010-10-03,286.94,10460,France
02223,P1085,Product 2223,1,2010-01-07,108.26,10236,United Kingdom
02224,P1152,Product 2224,13,2011-03-31,174.88,10288,France
02225,P1001,Product 2225,3,2010-05-10,267.27,10261,Germany
02226,P1085,Product 2226,6,2010-10-26,81.67,10215,United Kingdom
02227,P1132,Product 2227,1,2010-04-07,308.2,10146,Germany
02228,P1003,Product 2228,13,2010-10-04,499.63,10335,France
02229,P1163,Product 2229,11,2010-10-12,328.0,10167,Spain
02230,P1005,Product 2230,11,2010-06-22,189.34,10091,Spain
02231,P1148,Product 2231,7,2010-11-28,169.21,10352,France
02232,P1117,Product 2232,4,2010-07-24,466.14,10058,Germany
02233,P1088,Product 2233,3,2010-04-13,436.4,10058,United Kingdom
02234,P1153,Product 2234,10,2011-09-17,238.82,10303,Spain
02235,P1182,Product 2235,9,2010-12-26,179.94,10168,Germany
02236,P1166,Product 2236,1,2010-05-11,356.68,10268,Spain
02237,P1160,Product 2237,8,2010-02-08,160.68,10362,Spain
02238,P1013,Product 2238,1,2010-11-03,64.1,10044,France
02239,P1055,Product 2239,13,2011-06-04,158.53,10344,United Kingdom
02240,P1080,Product 2240,14,2010-02-15,219.98,10180,Germany
02241,P1148,Product 2241,5,2010-07-13,131.43,10169,Germany
02242,P1045,Product 2242,10,2011-06-02,112.32,10355,United Kingdom
02243,P1143,Product 2243,8,2011-07-24,8.04,10190,Germany
02244,P1015,Product 2244,6,2010-06-18,317.27,10154,Spain
02245,P1119,Product 2245,7,2010-05-02,309.15,10421,United Kingdom
02246,P1083,Product 2246,11,2010-09-06,98.07,10187,Spain
02247,P1156,Product 2247,8,2010-07-26,472.11,10006,Spain
02248,P1007,Product 2248,13,2010-04-25,207.74,10132,Spain
02249,P1087,Product 2249,6,2010-08-27,17.61,10234,United Kingdom
02250,P1130,Product 2250,11,2011-07-20,113.79,10044,Germany
02251,P1018,Product 2251,6,2010-03-17,347.57,10313,Spain
02252,P1096,Product 2252,11,2010-06-18,104.8,10248,United Kingdom
02253,P1065,Product 2253,6,2010-02-17,31.69,10498,United Kingdom
02254,P1078,Product 2254,5,2010-03-11,310.76,10030,France
02255,P1085,Product 2255,8,2011-05-23,261.59,10022,France
02256,P1123,Product 2256,13,2010-06-04,381.83,10425,France
02257,P1149,Product 2257,2,2011-07-13,387.45,10393,Germany
02258,P1045,Product 2258,7,2011-04-06,480.17,10159,Germany
02259,P1112,Product 2259,4,2011-01-08,33.22,10362,Germany
02260,P1090,Product 2260,1,2010-07-21,24.3,10436,Germany
02261,P1140,Product 2261,13,2011-10-16,493.66,10157,Spain
02262,P1032,Product 2262,5,2010-11-13,324.2,10038,United Kingdom
02263,P1132,Product 2263,3,2011-03-27,359.11,10414,United Kingdom
02264,P1076,Product 2264,4,2011-09-30,52.76,10081,France
02265,P1154,Product 2265,7,2011-10-27,39.56,10355,United Kingdom
02266,P1120,Product 2266,5,2011-07-31,84.33,10257,Germany
02267,P1127,Product 2267,14,2010-04-06,216.46,10205,United Kingdom
02268,P1077,Product 2268,4,2011-11-24,59.54,10076,Spain
02269,P1151,Product 2269,1,2011-05-11,225.94,10476,Spain
02270,P1066,Product 2270,6,2010-12-28,282.96,10011,France
02271,P1114,Product 2271,11,2011-04-02,5.16,10294,Germany
02272,P1062,Product 2272,10,2010-06-27,61.55,10449,United Kingdom
